Date,Open,High,Low,Close,Adj Close,Volume
2019-12-26,13.280000,13.280000,13.120000,13.120000,13.110444,3028000
2019-12-27,13.030000,13.210000,13.020000,13.130000,13.120438,4909700
2019-12-30,13.130000,13.420000,13.110000,13.360000,13.350269,9174900
2019-12-31,13.430000,13.470000,13.220000,13.250000,13.240350,7840900
2020-01-02,13.040000,13.180000,12.890000,12.890000,12.880612,6947400
2020-01-03,13.350000,13.350000,13.050000,13.180000,13.170402,12556300
2020-01-06,13.440000,13.440000,13.030000,13.050000,13.040496,7615200
2020-01-07,13.120000,13.210000,13.060000,13.150000,13.140423,6128500
2020-01-08,13.130000,13.170000,12.780000,12.940000,12.930575,9345500
2020-01-09,12.750000,12.820000,12.680000,12.680000,12.670765,7919900
2020-01-10,12.600000,12.860000,12.590000,12.800000,12.790678,8433200
2020-01-13,12.710000,12.780000,12.530000,12.540000,12.530867,5314000
2020-01-14,12.590000,12.670000,12.470000,12.600000,12.590824,8041100
2020-01-15,12.620000,12.620000,12.420000,12.520000,12.510882,9870100
2020-01-16,12.340000,12.380000,12.200000,12.200000,12.191114,8280500
2020-01-17,12.120000,12.200000,12.070000,12.100000,12.091187,6217800
2020-01-21,12.220000,12.220000,12.070000,12.170000,12.161137,7313700
2020-01-22,12.070000,12.180000,11.990000,12.160000,12.151144,6088500
2020-01-23,12.250000,12.390000,12.100000,12.130000,12.121165,8015000
2020-01-24,12.040000,12.610000,12.040000,12.470000,12.460918,17362800
2020-01-27,13.110000,13.150000,12.870000,13.050000,13.040496,17918200
2020-01-28,12.860000,12.930000,12.530000,12.640000,12.630795,11127300
2020-01-29,12.470000,12.710000,12.450000,12.670000,12.660772,9008800
2020-01-30,12.960000,13.050000,12.530000,12.560000,12.550853,19341100
2020-01-31,12.650000,13.360000,12.620000,13.250000,13.240350,21981200
2020-02-03,13.060000,13.070000,12.710000,12.960000,12.950562,13953700
2020-02-04,12.490000,12.530000,12.250000,12.350000,12.341005,14469900
2020-02-05,12.000000,12.190000,11.910000,11.950000,11.941297,16420400
2020-02-06,11.820000,11.950000,11.800000,11.820000,11.811391,9558800
2020-02-07,11.950000,12.080000,11.860000,12.000000,11.991261,12442200
2020-02-10,12.130000,12.130000,11.750000,11.760000,11.751435,7497900
2020-02-11,11.590000,11.750000,11.500000,11.690000,11.681485,11203200
2020-02-12,11.530000,11.570000,11.440000,11.460000,11.451653,9973700
2020-02-13,11.630000,11.660000,11.390000,11.510000,11.501617,15326400
2020-02-14,11.470000,11.590000,11.440000,11.450000,11.441661,8156800
2020-02-18,11.560000,11.700000,11.500000,11.550000,11.541588,12602400
2020-02-19,11.430000,11.470000,11.300000,11.370000,11.361719,6850800
2020-02-20,11.440000,11.850000,11.350000,11.530000,11.521603,16069800
2020-02-21,11.690000,11.970000,11.650000,11.880000,11.871347,16739200
2020-02-24,12.980000,13.190000,12.700000,13.070000,13.060481,34661800
2020-02-25,12.890000,14.380000,12.800000,14.260000,14.249615,49009700
2020-02-26,14.040000,14.530000,13.510000,14.400000,14.389512,36973500
2020-02-27,15.290000,16.370001,14.690000,16.370001,16.358078,54326200
2020-02-28,17.840000,18.370001,16.500000,16.629999,16.617887,53508200
2020-03-02,16.260000,16.900000,14.410000,14.420000,14.409498,37987500
2020-03-03,14.370000,16.030001,13.750000,15.660000,15.648595,39188100
2020-03-04,14.750000,15.170000,13.660000,13.670000,13.660044,31393300
2020-03-05,14.780000,15.370000,14.250000,15.040000,15.029046,26891500
2020-03-06,16.450001,16.870001,15.600000,15.790000,15.778500,43652500
2020-03-09,19.209999,19.639999,17.910000,19.490000,19.475805,32923200
2020-03-10,17.350000,19.709999,16.549999,16.559999,16.547939,40324400
2020-03-11,17.879999,19.559999,17.660000,18.959999,18.946190,35023400
2020-03-12,22.889999,24.500000,20.549999,24.379999,24.362244,47180500
2020-03-13,20.020000,24.030001,17.650000,17.740000,17.727079,47686700
2020-03-16,23.799999,24.100000,20.370001,23.740000,23.722710,45599700
2020-03-17,22.080000,24.430000,18.770000,19.670000,19.655674,45426400
2020-03-18,23.430000,25.370001,21.250000,22.170000,22.153854,43042100
2020-03-19,22.799999,24.780001,20.559999,22.240000,22.223803,42238300
2020-03-20,21.540001,25.400000,21.030001,25.320000,25.301559,41992400
2020-03-23,25.629999,28.850000,25.180000,27.459999,27.440001,46696700
2020-03-24,23.150000,23.389999,19.990000,20.020000,20.020000,56571900
2020-03-25,19.520000,20.690001,16.690001,18.940001,18.940001,74429200
2020-03-26,18.330000,18.379999,15.290000,15.570000,15.570000,73920100
2020-03-27,16.990000,17.360001,15.630000,16.900000,16.900000,64357600
2020-03-30,16.530001,16.900000,15.130000,15.250000,15.250000,59426500
2020-03-31,15.440000,16.209999,15.000000,15.940000,15.940000,54524700
2020-04-01,17.750000,18.510000,17.110001,18.080000,18.080000,68622600
2020-04-02,18.340000,18.430000,16.650000,16.840000,16.840000,83839500
2020-04-03,17.049999,18.150000,16.549999,17.549999,17.549999,62390400
2020-04-06,15.500000,15.750000,13.610000,14.000000,14.000000,70665900
2020-04-07,12.500000,14.000000,12.370000,13.950000,13.950000,88626900
2020-04-08,13.490000,13.870000,12.350000,12.520000,12.520000,67821200
2020-04-09,12.020000,12.330000,11.550000,11.930000,11.930000,84924700
2020-04-13,12.110000,12.840000,12.060000,12.280000,12.280000,70665300
2020-04-14,11.560000,11.720000,11.080000,11.190000,11.190000,75362700
2020-04-15,11.930000,12.180000,11.690000,11.890000,11.890000,66668500
2020-04-16,11.720000,12.160000,11.610000,11.710000,11.710000,73572300
2020-04-17,10.950000,11.320000,10.700000,10.790000,10.790000,60698200
2020-04-20,11.250000,11.380000,10.820000,11.330000,11.330000,62102900
2020-04-21,11.960000,12.500000,11.770000,12.370000,12.370000,81223600
2020-04-22,11.660000,11.850000,11.300000,11.550000,11.550000,50053300
2020-04-23,11.380000,11.600000,10.950000,11.550000,11.550000,67937800
2020-04-24,11.360000,11.630000,10.990000,11.070000,11.070000,50080300
2020-04-27,10.830000,10.880000,10.450000,10.570000,10.570000,41527300
2020-04-28,10.140000,10.770000,10.110000,10.730000,10.730000,56570200
2020-04-29,10.070000,10.210000,9.710000,9.900000,9.900000,65014600
2020-04-30,10.040000,10.360000,9.990000,10.170000,10.170000,52213600
2020-05-01,10.730000,11.110000,10.630000,10.970000,10.970000,50569800
2020-05-04,11.240000,11.400000,10.840000,10.880000,10.880000,48666800
2020-05-05,10.530000,10.640000,10.230000,10.570000,10.570000,40753400
2020-05-06,10.370000,10.810000,10.320000,10.780000,10.780000,41487600
2020-05-07,10.390000,10.470000,10.160000,10.390000,10.390000,40675800
2020-05-08,10.040000,10.170000,9.840000,9.870000,9.870000,40654400
2020-05-11,10.100000,10.140000,9.720000,9.880000,9.880000,38321900
2020-05-12,9.760000,10.480000,9.700000,10.470000,10.470000,39704600
2020-05-13,10.530000,11.310000,10.410000,11.030000,11.030000,79935200
2020-05-14,11.350000,11.640000,10.610000,10.630000,10.630000,77643200
2020-05-15,10.920000,11.040000,10.480000,10.490000,10.490000,52693300
2020-05-18,9.720000,9.780000,9.330000,9.510000,9.510000,53523700
2020-05-19,9.570000,9.820000,9.400000,9.820000,9.820000,35894400
2020-05-20,9.430000,9.450000,9.220000,9.310000,9.310000,44038400
2020-05-21,9.330000,9.620000,9.240000,9.500000,9.500000,49385700
2020-05-22,9.530000,9.660000,9.430000,9.440000,9.440000,27309200
2020-05-26,8.830000,9.130000,8.800000,9.100000,9.100000,37842900
2020-05-27,8.810000,9.300000,8.680000,8.680000,8.680000,57353300
2020-05-28,8.600000,8.800000,8.410000,8.730000,8.730000,55262000
2020-05-29,8.780000,9.030000,8.560000,8.620000,8.620000,50094700
2020-06-01,8.690000,8.730000,8.460000,8.500000,8.500000,37004200
2020-06-02,8.430000,8.550000,8.300000,8.310000,8.310000,32881400
2020-06-03,8.120000,8.150000,7.890000,7.960000,7.960000,40284100
2020-06-04,8.070000,8.210000,7.900000,8.040000,8.040000,38048700
2020-06-05,7.560000,7.580000,7.260000,7.410000,7.410000,55990100
2020-06-08,7.330000,7.390000,7.120000,7.130000,7.130000,31879500
2020-06-09,7.340000,7.390000,7.190000,7.290000,7.290000,30964500
2020-06-10,7.260000,7.480000,7.190000,7.410000,7.410000,36350300
2020-06-11,7.960000,8.750000,7.900000,8.700000,8.700000,79359200
2020-06-12,8.040000,8.880000,7.960000,8.390000,8.390000,112829800
2020-06-15,8.900000,9.000000,8.050000,8.140000,8.140000,80009700
2020-06-16,7.470000,8.100000,7.460000,7.690000,7.690000,77719400
2020-06-17,7.600000,7.830000,7.570000,7.770000,7.770000,39418600
2020-06-18,7.900000,7.940000,7.720000,7.760000,7.760000,36095300
2020-06-19,7.490000,8.010000,7.470000,7.900000,7.900000,58011500
2020-06-22,7.960000,8.040000,7.710000,7.760000,7.760000,35313200
2020-06-23,7.540000,7.670000,7.450000,7.650000,7.650000,36339300
2020-06-24,7.800000,8.370000,7.750000,8.210000,8.210000,67850400
2020-06-25,8.280000,8.450000,7.930000,7.950000,7.950000,58500100
2020-06-26,8.050000,8.570000,8.030000,8.520000,8.520000,60355100
2020-06-29,8.410000,8.620000,8.150000,8.160000,8.160000,48386000
2020-06-30,8.190000,8.200000,7.690000,7.810000,7.810000,47964300
2020-07-01,7.730000,7.780000,7.560000,7.660000,7.660000,41098700
2020-07-02,7.380000,7.590000,7.280000,7.540000,7.540000,44313000
2020-07-06,7.250000,7.300000,7.160000,7.200000,7.200000,38948600
2020-07-07,7.290000,7.440000,7.160000,7.410000,7.410000,36300100
2020-07-08,7.360000,7.490000,7.230000,7.240000,7.240000,34200900
2020-07-09,7.190000,7.620000,7.170000,7.350000,7.350000,46302300
2020-07-10,7.380000,7.480000,7.120000,7.130000,7.130000,37572200
2020-07-13,6.960000,7.370000,6.790000,7.320000,7.320000,54424900
2020-07-14,7.420000,7.520000,7.010000,7.040000,7.040000,60133600
2020-07-15,6.800000,7.010000,6.760000,6.840000,6.840000,44257800
2020-07-16,6.980000,7.020000,6.880000,6.900000,6.900000,25993000
2020-07-17,6.850000,6.980000,6.790000,6.860000,6.860000,23431200
2020-07-20,6.870000,6.920000,6.630000,6.690000,6.690000,29308100
2020-07-21,6.550000,6.710000,6.520000,6.650000,6.650000,30658700
2020-07-22,6.660000,6.670000,6.500000,6.510000,6.510000,24326300
2020-07-23,6.550000,6.850000,6.500000,6.760000,6.760000,36711100
2020-07-24,6.900000,6.990000,6.820000,6.880000,6.880000,27970000
2020-07-27,6.840000,6.900000,6.720000,6.730000,6.730000,21540600
2020-07-28,6.790000,6.890000,6.710000,6.870000,6.870000,27096500
2020-07-29,6.810000,6.810000,6.570000,6.600000,6.600000,22205300
2020-07-30,6.810000,6.840000,6.770000,6.820000,6.820000,4638764
